DATETIME,WZ_Coast (BIDCLOSE_LOAD_FORECAST),WZ_ERCOT (BIDCLOSE_LOAD_FORECAST),WZ_East (BIDCLOSE_LOAD_FORECAST),WZ_FarWest (BIDCLOSE_LOAD_FORECAST),WZ_North (BIDCLOSE_LOAD_FORECAST),WZ_NorthCentral (BIDCLOSE_LOAD_FORECAST),WZ_SouthCentral (BIDCLOSE_LOAD_FORECAST),WZ_Southern (BIDCLOSE_LOAD_FORECAST),WZ_West (BIDCLOSE_LOAD_FORECAST),ERCOT (TOTAL_RESOURCE_CAP_OUT),ERCOT (SOLAR_STPPF_BIDCLOSE),ERCOT (WIND_STWPF_BIDCLOSE),GR_COASTAL (WIND_STWPF_BIDCLOSE),GR_ERCOT (WIND_STWPF_BIDCLOSE),GR_NORTH (WIND_STWPF_BIDCLOSE),GR_PANHANDLE (WIND_STWPF_BIDCLOSE),GR_SOUTH (WIND_STWPF_BIDCLOSE),GR_WEST (WIND_STWPF_BIDCLOSE),HB_NORTH (DALMP),HB_NORTH (RTLMP)
2022-01-03 06:00:00+00:00,0.20280095075555948,0.2497668087359184,0.3643202732492936,,0.13735592413846565,0.2655253581462791,0.4353988306929484,0.21355352084051926,0.3198061971643229,,0.0,,,,,,,,0.4348729013439794,
2022-01-03 07:00:00+00:00,0.09139125172254126,0.07828013679873713,0.24558161257089584,,0.013291369125772334,0.02718523249384397,0.19430591533911468,0.06979520513299065,0.08841959822043322,,0.0,-0.13826209977730208,-0.17475748224069587,-0.13826209977730208,0.21362347387504865,-0.017902064078255897,-0.46838008268194553,-0.09332733714006469,0.15227133328651687,0.9311368344049404
2022-01-03 08:00:00+00:00,0.15327263184886597,0.11250891648766803,0.2500791709259991,,-0.01670796784884132,0.044213667232936515,0.23489473235124692,0.13455217175900458,0.04014585456518027,,0.0,0.04411575803603185,-0.21746579157872503,0.04411575803603185,-0.10343329403809687,0.11926011166111028,-0.08534461703179463,0.1609528620051064,0.2056456481088067,-0.1687038101222036
2022-01-03 09:00:00+00:00,0.22407437775933303,0.14712859182563065,0.20631464711880554,,-0.04024547415104607,0.06126706121706249,0.26323071734442394,0.2069133104775185,-0.02823122733243011,,0.0,0.02498222432001107,-0.3137341674112859,0.02498222432001107,-0.032012873400847575,0.08376538487464646,-0.02741461937147971,0.13266880812935344,0.23041266466088883,0.09604973110227766
2022-01-03 10:00:00+00:00,0.255301915990799,0.18032376634355707,0.22529999966655812,,-0.00047159453116130123,0.09694477397037105,0.29653687374286797,0.26138062480906843,-0.055766236743865605,,0.0,0.011428257884640303,-0.418794757944859,0.011428257884640303,0.09979238687980097,0.06810242342257755,-0.02250620395340608,0.12073043631441926,0.2622630891474378,-0.40359401538891726
2022-01-03 11:00:00+00:00,0.2889712821982453,0.21776354715581192,0.25329096569933096,,0.04566902215832602,0.12964803815681591,0.3401584098003241,0.3426669731395231,-0.0583343918180983,,0.0,0.03006886300951095,-0.3894327231827708,0.03006886300951095,0.24883326561554142,0.10013627685694892,0.04700488330513242,0.13157170493795967,0.27413158504070534,-0.1709301353227306
2022-01-03 12:00:00+00:00,0.3448676439089642,0.2841814456050713,0.3108902985987223,,0.12787527977705437,0.20485674199292703,0.4070067279525329,0.4521576343782341,-0.040723872737740585,,0.0,0.10374565328909924,-0.1930697468672964,0.10374565328909924,0.33826993963427565,0.14921623988449007,0.11255219236208536,0.18774591760641535,0.4507491824165264,-0.4484098217363366
2022-01-03 13:00:00+00:00,0.3991674167255219,0.3601389253188412,0.39790727967585315,,0.22121807724917275,0.2871812862498331,0.49004315323653636,0.6027227272964479,-0.006251494437902849,,0.0,0.15497078234726125,-0.08101145629576045,0.15497078234726125,0.34681070020574456,0.11579356272942043,0.09801356119481497,0.2509177663856548,1.1595540554062498,0.35892013068389783
2022-01-03 14:00:00+00:00,0.37429615950356165,0.35859563168731157,0.37957614104134585,,0.22869042090634029,0.2935691513907255,0.4776051621661317,0.6552455171503455,-0.020548665614427364,,0.2185123819386412,0.17262639028863802,-0.09571163132121363,0.17262639028863802,0.2581010703963118,0.11491653193647355,0.07077000455372584,0.2946332009923136,0.9762267069159956,-0.0786404794891511
2022-01-03 15:00:00+00:00,0.2882017695113053,0.26892748801311583,0.26033140849234737,,0.1621571003089448,0.20024686811247605,0.34695117055113833,0.5628752592272965,-0.10448799322978264,,0.06785834241295241,0.15747260642280914,-0.26917711088361607,0.15747260642280914,0.15760105429034432,0.1409059004675104,0.03159263749302621,0.32509345874631634,0.018010869320921774,-0.414335606465138
2022-01-03 16:00:00+00:00,0.20392864304730374,0.15786461021540887,0.1280283688049808,,0.09737388290192328,0.08204929693843788,0.18253684854734153,0.4253920712026247,-0.22209235507994496,,0.02527735546968124,-0.023234566036050452,-0.48318210701744047,-0.023234566036050452,-0.21013100553552455,0.29315806805165145,-0.23515033139783892,0.0970347106103695,-0.08216980233356175,-0.26313022934902497
2022-01-03 17:00:00+00:00,0.1524662038635558,0.07407690133612022,0.02227535357060706,,0.0537778213156237,-0.011104818790434123,0.06979837644228759,0.28761530542323666,-0.2838467299293512,,0.013701509438218906,-0.12634662961946042,-0.5714793467658028,-0.12634662961946042,-0.5199627131416689,0.31746495499451743,-0.341600920765849,0.010014653342492963,-0.1883730980397993,-0.08267744656299447
