DATETIME,WZ_Coast (BIDCLOSE_LOAD_FORECAST),WZ_ERCOT (BIDCLOSE_LOAD_FORECAST),WZ_East (BIDCLOSE_LOAD_FORECAST),WZ_FarWest (BIDCLOSE_LOAD_FORECAST),WZ_North (BIDCLOSE_LOAD_FORECAST),WZ_NorthCentral (BIDCLOSE_LOAD_FORECAST),WZ_SouthCentral (BIDCLOSE_LOAD_FORECAST),WZ_Southern (BIDCLOSE_LOAD_FORECAST),WZ_West (BIDCLOSE_LOAD_FORECAST),ERCOT (TOTAL_RESOURCE_CAP_OUT),ERCOT (SOLAR_STPPF_BIDCLOSE),ERCOT (WIND_STWPF_BIDCLOSE),GR_COASTAL (WIND_STWPF_BIDCLOSE),GR_ERCOT (WIND_STWPF_BIDCLOSE),GR_NORTH (WIND_STWPF_BIDCLOSE),GR_PANHANDLE (WIND_STWPF_BIDCLOSE),GR_SOUTH (WIND_STWPF_BIDCLOSE),GR_WEST (WIND_STWPF_BIDCLOSE),HB_NORTH (DALMP),HB_NORTH (RTLMP)
2022-01-02 06:00:00+00:00,10113.9004,37541.4701,1359.5601,3642.8799,1077.0699,12146.0996,5249.2202,2709.04,1243.7,8207.0,0.0,23892.3,1341.8,23892.3,2039.8,3305.5,2347.2,14858.0,23.79,17.3775
2022-01-02 07:00:00+00:00,10234.0283,40474.6773,1330.0509,3899.4763,1146.5392,14139.541,5399.4766,3002.6992,1322.8658,9272.0,0.0,21607.9,1205.8,21607.9,1950.6,2653.6,2448.5,13349.4,26.63,6.8825
2022-01-02 08:00:00+00:00,9835.0029,39272.0467,1333.069,3830.4451,1132.9419,13786.4736,5152.9219,2845.2454,1355.9469,9272.0,0.0,21461.2,1336.7,21461.2,1949.6,2491.2,2626.3,13057.4,24.79,8.1275
2022-01-02 09:00:00+00:00,9445.7637,38530.865,1414.0864,3717.0901,1124.5493,13615.5322,5069.498,2713.1355,1431.2098,9272.0,0.0,21788.4,1692.8,21788.4,1936.2,2270.7,2957.2,12931.5,23.85,7.545
2022-01-02 10:00:00+00:00,9355.4541,38327.185,1461.7085,3572.9658,1118.5973,13550.9229,5132.9468,2629.1233,1505.4663,9272.0,0.0,22471.1,2443.2,22471.1,1949.3,2072.1,3281.5,12725.0,22.81,11.5125
2022-01-02 11:00:00+00:00,9422.9941,38782.4576,1532.2163,3441.3064,1126.329,13840.4053,5312.4526,2532.2646,1574.4893,9281.0,0.0,23039.9,3364.2,23039.9,1961.6,1912.5,3480.4,12321.2,23.59,13.93
2022-01-02 12:00:00+00:00,9541.6992,39331.8451,1610.9675,3324.7126,1150.3933,14006.2822,5578.4404,2468.2515,1651.0984,9281.0,0.0,22615.6,3900.8,22615.6,1955.5,1767.1,3592.2,11400.0,25.76,21.9825
2022-01-02 13:00:00+00:00,9780.4004,40242.4833,1689.0104,3227.7839,1197.0546,14336.4521,5884.6597,2385.0154,1742.1068,9891.0,0.0,21223.4,4124.3,21223.4,1911.2,1723.9,3614.1,9849.9,30.29,22.565
2022-01-02 14:00:00+00:00,10320.9307,42175.7395,1815.4572,3175.3914,1264.9161,14980.7725,6378.7646,2385.5596,1853.9474,9891.0,60.6,19524.6,4200.4,19524.6,1860.3,1745.3,3573.0,8145.6,38.11,22.9775
2022-01-02 15:00:00+00:00,11120.9941,45022.8558,1978.6567,3116.9988,1326.5564,15922.5918,7066.2427,2547.3008,1943.5145,10114.0,1375.8,17784.2,4289.3,17784.2,1793.4,1720.3,3503.9,6477.3,46.77,23.4575
2022-01-02 16:00:00+00:00,11845.7627,47721.7809,2092.6455,3194.7793,1400.8606,16806.3047,7674.5723,2756.7944,1950.0614,10536.0,5871.2,15873.6,4319.1,15873.6,1687.9,1297.6,3420.6,5148.4,37.65,23.1725
2022-01-02 17:00:00+00:00,12178.5547,49182.1909,2133.4631,3379.3181,1398.0856,17380.8438,7888.9893,2934.1809,1888.7554,11040.0,7147.1,14061.9,4337.9,14061.9,1551.5,792.5,3276.4,4103.6,35.47,24.9725
2022-01-02 18:00:00+00:00,12264.3164,49531.4736,2149.8865,3546.9854,1409.8987,17367.9629,7944.769,3050.4172,1797.2375,11279.0,6946.5,12488.3,4333.5,12488.3,1371.5,589.9,3094.9,3098.5,35.0,26.8275
2022-01-02 19:00:00+00:00,12328.8232,49440.5915,2175.4812,3680.5442,1342.6151,17208.8945,7766.1436,3143.8679,1794.2218,11309.0,6772.1,11261.7,4304.4,11261.7,1164.9,496.0,2938.8,2357.6,31.33,22.9225
2022-01-02 20:00:00+00:00,12338.7637,48553.094,2151.7563,3708.8418,1283.84,16717.8203,7472.7783,3144.1304,1735.1632,11324.0,6861.3,10205.3,4285.9,10205.3,974.1,416.4,2794.7,1734.2,27.45,22.225
2022-01-02 21:00:00+00:00,12272.2549,47973.6921,2122.0525,3741.4153,1243.9431,16462.8945,7313.6567,3134.4573,1683.0178,11324.0,7275.0,9300.2,4242.1,9300.2,833.2,336.1,2640.6,1248.2,26.33,20.3625
2022-01-02 22:00:00+00:00,12190.2285,47421.0392,2097.3191,3751.3552,1186.8794,16212.4111,7195.1841,3135.563,1652.0988,11324.0,7165.9,8443.2,4136.6,8443.2,709.4,255.8,2448.1,893.3,25.84,19.645
2022-01-02 23:00:00+00:00,12157.2002,47299.5291,2067.9077,3795.8481,1169.7556,16292.6602,7127.8726,3094.3042,1593.9805,11324.0,4488.2,7527.9,3950.0,7527.9,578.0,213.0,2167.5,619.4,31.4,22.5225
2022-01-03 00:00:00+00:00,12521.5449,48502.6397,2094.9084,3889.0132,1212.0287,16891.373,7265.0503,3060.1868,1568.5344,11324.0,752.5,6514.2,3583.3,6514.2,462.5,231.3,1782.1,455.0,84.63,35.225
2022-01-03 01:00:00+00:00,13093.8291,51119.8283,2184.469,3963.4595,1284.5442,17874.918,7890.0991,3200.3896,1628.1198,11726.0,0.0,5715.9,3107.9,5715.9,406.8,357.0,1367.5,476.7,98.07,37.7425
2022-01-03 02:00:00+00:00,13142.9229,51605.8309,2205.9646,3906.4883,1307.8718,17927.6973,8174.6914,3254.6792,1685.5154,11726.0,0.0,5485.5,2851.1,5485.5,348.0,613.6,1022.3,650.5,72.65,38.025
2022-01-03 03:00:00+00:00,13179.3271,51831.2524,2211.583,3826.6008,1330.6498,17808.6484,8376.0313,3340.3406,1758.0714,11726.0,0.0,5547.3,2659.3,5547.3,271.5,888.4,756.7,971.4,62.24,37.8
2022-01-03 04:00:00+00:00,13102.0859,51548.0105,2149.6843,3754.0679,1311.2993,17550.5645,8501.1152,3409.0435,1770.1499,11726.0,0.0,5872.5,2482.4,5872.5,205.0,1161.7,574.8,1448.6,48.31,37.02
2022-01-03 05:00:00+00:00,12788.5029,50129.4099,2081.4114,3700.7219,1265.8262,16739.5195,8404.0498,3384.6294,1764.7488,11416.0,0.0,6645.4,2381.4,6645.4,163.0,1486.1,502.6,2112.3,39.26,34.4125
2022-01-03 06:00:00+00:00,12387.7949,48192.9623,1957.1346,3592.9883,1235.6538,15839.9219,8113.0864,3353.9805,1712.4019,10389.0,0.0,7686.6,2315.8,7686.6,132.6,1797.5,506.1,2934.6,36.75,34.815
2022-01-03 07:00:00+00:00,11213.4004,43770.3507,1700.29,3943.1699,1161.88,14529.2002,6557.4902,3219.76,1445.16,10389.0,0.0,6054.0,1747.4,6054.0,157.0,1417.4,330.5,2401.7,31.01,34.9875
2022-01-03 08:00:00+00:00,11464.0996,43948.6498,1711.83,4065.04,1114.17,14409.7002,6517.29,3255.03,1411.49,10389.0,0.0,6284.1,1558.5,6284.1,141.5,1499.2,325.5,2759.4,30.45,34.9025
2022-01-03 09:00:00+00:00,11818.2002,44638.1199,1738.11,4201.5698,1080.1899,14475.7998,6596.0601,3336.8201,1391.37,10389.0,0.0,6541.3,1442.2,6541.3,136.1,1485.9,356.6,3120.5,30.03,35.6675
2022-01-03 10:00:00+00:00,12076.5,45900.8301,1831.08,4201.6699,1118.0699,14930.4004,6904.7998,3414.5,1423.8101,10718.0,0.0,6823.8,1369.3,6823.8,151.4,1451.5,386.9,3464.7,29.65,36.35
2022-01-03 11:00:00+00:00,12580.2002,48217.9601,1973.89,4211.2402,1178.96,15756.2998,7464.8999,3567.2,1485.27,10718.0,0.0,7210.1,1277.3,7210.1,195.4,1480.8,430.1,3826.5,31.03,37.0725
2022-01-03 12:00:00+00:00,13471.0,52259.1996,2198.3899,4246.7598,1307.3199,17190.5996,8380.5703,3879.3501,1585.21,10718.0,0.0,7851.0,1221.0,7851.0,273.2,1588.4,496.8,4271.6,40.43,37.3625
2022-01-03 13:00:00+00:00,14578.5,57688.7489,2514.4399,4301.75,1493.4399,19105.6992,9606.04,4357.6299,1731.25,10718.0,0.0,8602.7,1190.5,8602.7,377.7,1739.8,551.3,4743.4,96.58,54.9125
2022-01-03 14:00:00+00:00,15006.2998,60366.8911,2653.5901,4330.9502,1589.9399,20092.3008,10283.9004,4593.6699,1816.24,10718.0,75.4,9405.3,1101.8,9405.3,475.9,1975.9,585.0,5266.7,101.16,51.6875
2022-01-03 15:00:00+00:00,14835.7002,58915.1195,2567.03,4279.6299,1560.09,19452.6992,9996.9502,4472.3301,1750.6899,10874.0,1472.4,10028.0,859.6,10028.0,537.1,2242.3,592.1,5796.9,47.62,34.8675
2022-01-03 16:00:00+00:00,14525.4004,55882.5701,2378.47,4199.5898,1544.13,18243.4004,9211.4697,4218.4199,1561.6899,10874.0,6021.5,8745.1,533.9,8745.1,409.7,2267.5,456.9,5077.1,34.68,26.475
2022-01-03 17:00:00+00:00,14184.4004,52963.7907,2181.52,4140.3501,1475.33,17188.9004,8459.2998,3911.98,1422.01,10874.0,7245.7,6827.5,302.8,6827.5,223.9,1902.3,311.0,4087.5,29.38,26.2675
2022-01-03 18:00:00+00:00,13770.5,50347.3504,2001.53,4092.0901,1398.65,16270.9004,7892.6699,3617.98,1303.03,11295.0,6994.2,6820.7,166.3,6820.7,171.7,1847.8,302.7,4332.2,27.53,23.575
2022-01-03 19:00:00+00:00,13328.7998,48033.89,1856.22,4045.8201,1325.6801,15405.7998,7482.4702,3366.51,1222.59,11687.0,6766.7,8051.0,90.1,8051.0,183.7,2377.2,351.9,5048.1,26.67,22.615
2022-01-03 20:00:00+00:00,12940.7002,46105.7897,1758.05,4004.6599,1292.96,14642.0996,7104.8101,3193.6499,1168.86,11687.0,6847.8,9127.6,73.5,9127.6,199.8,2803.2,400.1,5651.0,25.13,21.04
2022-01-03 21:00:00+00:00,12570.4004,44400.5509,1675.0,3981.9299,1238.36,13912.4004,6795.8301,3087.3401,1139.29,11358.0,7188.2,9767.9,81.5,9767.9,217.7,3013.1,444.9,6010.7,24.17,18.5225
2022-01-03 22:00:00+00:00,12311.0996,43283.54,1607.37,3965.79,1185.8,13419.4004,6633.3101,3027.8999,1132.87,11358.0,6429.9,10350.7,120.1,10350.7,263.5,3101.7,516.1,6349.3,23.2,17.4425
2022-01-03 23:00:00+00:00,12278.5,43549.2801,1654.08,3978.9099,1165.8199,13504.4004,6745.6201,3038.8799,1183.0699,11358.0,3908.5,11089.6,185.1,11089.6,370.0,3154.9,651.1,6728.5,26.79,20.93
2022-01-04 00:00:00+00:00,12574.4004,45538.77,1831.9301,3997.9199,1175.65,14294.0996,7251.4502,3145.1299,1268.1899,11358.0,656.8,12575.7,261.7,12575.7,602.0,3265.8,896.5,7549.7,47.05,26.755
2022-01-04 01:00:00+00:00,13176.4004,49290.2907,2062.25,4102.46,1288.61,15635.7002,8168.8701,3455.53,1400.47,11358.0,0.2,15417.5,286.6,15417.5,984.6,3479.6,1289.1,9377.6,35.37,24.845
2022-01-04 02:00:00+00:00,13312.5996,50236.3296,2139.95,4164.1401,1292.38,15857.2002,8393.7598,3630.8799,1445.42,11358.0,0.0,18242.6,264.9,18242.6,1301.8,3657.4,1673.0,11345.5,30.99,22.735
2022-01-04 03:00:00+00:00,13243.4004,50405.9305,2162.51,4180.1099,1274.54,15961.5,8413.2402,3709.0601,1461.5699,11358.0,0.0,20156.7,208.7,20156.7,1513.5,3768.1,1978.2,12688.2,30.81,22.03
2022-01-04 04:00:00+00:00,12972.0,49514.39,2115.6699,4192.0,1236.6,15640.5996,8193.9004,3710.3601,1453.26,11358.0,0.0,21312.1,156.4,21312.1,1638.6,3806.4,2210.1,13500.6,29.05,20.0375
2022-01-04 05:00:00+00:00,12245.9004,46921.0001,1964.33,4200.1099,1175.86,14740.0,7621.6099,3556.5,1416.6899,11778.0,0.0,21921.4,118.1,21921.4,1716.6,3825.7,2359.5,13901.5,27.02,19.6925
2022-01-04 06:00:00+00:00,11535.2998,44398.6805,1821.5601,4192.6602,1110.9301,13915.0,7083.9302,3353.5801,1385.72,11034.0,0.0,22164.4,87.9,22164.4,1762.3,3843.1,2390.5,14080.6,24.4,19.085
2022-01-04 07:00:00+00:00,10678.0996,41163.4696,1768.25,3957.6699,1157.67,12729.2002,6359.0698,3076.95,1436.5601,11034.0,0.0,22568.3,57.9,22568.3,1830.0,3847.5,2395.1,14437.8,19.48,21.9975
2022-01-04 08:00:00+00:00,10338.0,40148.6496,1750.13,3964.9399,1159.85,12413.5996,6120.2002,2960.4099,1441.52,11034.0,0.0,22285.1,40.8,22285.1,1814.3,3837.0,2209.6,14383.4,18.15,22.1825
2022-01-04 09:00:00+00:00,10104.7998,39673.5698,1743.37,3989.24,1168.62,12306.0,6011.6401,2901.3899,1448.51,11034.0,0.0,21833.9,32.9,21833.9,1776.8,3822.5,1994.2,14207.5,19.11,22.205
2022-01-04 10:00:00+00:00,10366.0,40759.8002,1803.47,3989.8899,1180.49,12745.9004,6242.6699,2955.27,1476.11,11034.0,0.0,21320.7,38.8,21320.7,1749.2,3801.6,1765.9,13965.2,20.35,23.0925
2022-01-04 11:00:00+00:00,10867.5,42943.0701,1921.61,4000.4399,1213.08,13575.4004,6758.3398,3083.73,1522.97,10614.0,0.0,21013.3,63.0,21013.3,1745.9,3790.2,1630.0,13784.2,24.91,23.77
2022-01-04 12:00:00+00:00,11896.0,47054.7693,2101.1499,4039.46,1288.73,15082.5996,7654.3398,3388.22,1604.27,10614.0,0.0,20829.5,80.4,20829.5,1741.8,3790.9,1623.8,13592.6,25.84,24.1225
2022-01-04 13:00:00+00:00,13230.7998,52772.4897,2377.97,4095.1299,1397.92,17103.4004,8912.3896,3923.28,1731.6,10614.0,0.0,20538.3,66.8,20538.3,1738.3,3787.3,1557.3,13388.6,40.23,31.2475
2022-01-04 14:00:00+00:00,13806.5996,55414.4407,2483.28,4118.54,1440.9,18139.3008,9517.9805,4116.0698,1791.77,10564.0,66.3,20371.7,54.5,20371.7,1769.3,3795.8,1470.4,13281.7,42.89,31.7475
2022-01-04 15:00:00+00:00,13608.7998,53656.721,2383.71,4058.3401,1405.66,17509.8008,9061.1504,3908.8899,1720.37,10564.0,1432.3,20117.3,59.5,20117.3,1773.2,3793.9,1437.3,13053.4,35.56,25.675
2022-01-04 16:00:00+00:00,13221.7998,50605.6601,2226.1201,3976.3201,1387.9399,16374.9004,8200.4199,3652.9199,1565.24,10774.0,5923.6,18686.3,48.8,18686.3,1662.4,3708.9,1263.8,12002.4,26.61,22.8675
2022-01-04 17:00:00+00:00,12907.5,47958.7602,2051.71,3919.8701,1348.46,15450.5,7438.04,3395.75,1446.9301,10774.0,7155.2,17307.4,33.7,17307.4,1607.0,3621.8,1148.2,10896.7,23.39,22.09
2022-01-04 18:00:00+00:00,12596.7002,45731.7503,1901.95,3866.3,1298.58,14636.0,6903.4502,3180.2,1348.5699,10280.0,6878.2,17104.6,80.2,17104.6,1653.5,3588.2,1232.5,10550.2,22.74,20.4225
2022-01-04 19:00:00+00:00,12366.2002,43975.7302,1794.15,3819.3201,1251.9301,13877.0996,6569.9702,3018.6201,1278.4399,10280.0,6617.0,17543.6,265.4,17543.6,1708.5,3527.4,1333.9,10708.4,20.37,20.645
2022-01-04 20:00:00+00:00,12206.5996,42745.0894,1718.48,3790.8301,1225.99,13250.0996,6370.0601,2951.01,1232.02,10170.0,6628.9,17877.6,583.9,17877.6,1733.3,3425.4,1360.1,10774.9,19.22,17.9475
2022-01-04 21:00:00+00:00,11974.7002,41608.1005,1644.6899,3780.3201,1201.13,12655.5,6223.7002,2931.3201,1196.74,10170.0,6935.8,17853.0,852.8,17853.0,1754.7,3204.2,1339.9,10701.4,18.33,5.1225
2022-01-04 22:00:00+00:00,11737.0996,40788.1798,1599.25,3770.8999,1160.35,12256.2002,6161.3701,2916.04,1186.97,10170.0,6589.9,17236.3,1016.0,17236.3,1745.7,2869.9,1283.2,10321.5,18.05,10.5
2022-01-04 23:00:00+00:00,11698.4004,41017.7607,1611.77,3776.1001,1161.54,12347.9004,6286.1499,2933.9399,1201.96,10479.0,4199.7,16165.6,1120.7,16165.6,1673.7,2518.5,1243.7,9609.0,21.57,19.46
2022-01-05 00:00:00+00:00,11906.0,42430.3903,1708.4,3798.1699,1155.54,12933.2002,6685.0801,2977.3701,1266.63,10479.0,717.5,15871.5,1246.1,15871.5,1637.9,2283.9,1309.2,9394.4,43.98,31.9375
2022-01-05 01:00:00+00:00,12280.0,45148.9599,1855.3101,3875.1299,1215.6899,13979.2998,7386.4102,3201.97,1355.15,9951.0,0.2,16405.2,1408.9,16405.2,1690.7,2216.2,1569.7,9519.7,33.98,27.9275
2022-01-05 02:00:00+00:00,12173.7002,45318.6905,1877.92,3919.46,1214.34,14002.2002,7452.46,3283.3101,1395.3,9951.0,0.0,16864.4,1668.2,16864.4,1717.4,2200.8,1861.3,9416.7,29.14,22.7025
2022-01-05 03:00:00+00:00,11927.9004,44799.4306,1858.92,3930.99,1199.23,13864.2002,7330.0298,3276.6001,1411.5601,9951.0,0.0,16643.7,1860.6,16643.7,1702.6,2046.4,2106.3,8927.8,26.03,22.5025
2022-01-05 04:00:00+00:00,11477.2998,43349.6796,1798.0,3942.0,1168.1899,13358.2998,7007.3901,3192.05,1406.45,9951.0,0.0,16212.1,2029.7,16212.1,1620.2,1802.8,2306.5,8452.9,24.53,22.0325
2022-01-05 05:00:00+00:00,10932.5996,41235.62,1676.59,3950.1201,1118.13,12602.9004,6554.29,3032.4099,1368.58,9951.0,0.0,15660.3,2210.5,15660.3,1478.8,1532.9,2413.1,8025.0,25.84,20.63
2022-01-05 06:00:00+00:00,10442.9004,39346.1498,1563.72,3946.6399,1079.8199,11959.0996,6175.77,2850.24,1327.96,8993.0,0.0,15045.0,2340.2,15045.0,1321.6,1315.5,2433.9,7633.8,24.38,20.7525
2022-01-05 07:00:00+00:00,10125.7002,38090.6105,1455.17,4008.1899,1002.35,11609.9004,5886.6401,2697.6799,1304.98,8993.0,0.0,15912.0,2429.8,15912.0,1242.1,1772.9,2594.7,7872.5,23.23,22.6725
2022-01-05 08:00:00+00:00,9875.5195,37409.0222,1411.0601,4010.1799,996.393,11476.7998,5737.6299,2605.54,1295.9,8993.0,0.0,15631.4,2243.3,15631.4,1159.0,2184.7,2403.2,7641.2,22.23,22.49
2022-01-05 09:00:00+00:00,9745.7598,37300.4932,1393.33,4031.8201,998.883,11534.4004,5716.3501,2576.8799,1303.0699,8993.0,0.0,15381.6,2001.6,15381.6,1096.3,2446.0,2110.3,7727.4,22.29,22.3375
2022-01-05 10:00:00+00:00,9753.7598,37608.1901,1403.9,4026.24,1007.66,11730.7002,5767.29,2588.71,1329.9301,8993.0,0.0,15400.7,1703.8,15400.7,1100.1,2500.9,1803.8,8292.1,22.42,20.145
2022-01-05 11:00:00+00:00,9993.1699,38846.8097,1476.14,4042.5701,1047.73,12246.2998,6002.77,2660.6599,1377.47,8993.0,0.0,15483.6,1455.3,15483.6,1145.8,2529.2,1565.1,8788.2,24.59,20.08
2022-01-05 12:00:00+00:00,10644.2002,41661.7003,1618.33,4091.8601,1142.03,13336.2002,6500.6899,2858.4099,1469.98,8993.0,0.0,15249.8,1319.0,15249.8,1224.9,2476.5,1376.7,8852.7,29.25,21.775
2022-01-05 13:00:00+00:00,11577.2998,46029.0993,1885.39,4170.5698,1279.09,14938.7998,7308.46,3242.3799,1627.11,9045.0,0.0,14785.9,1273.2,14785.9,1238.3,2254.4,1259.9,8760.1,32.77,22.6
2022-01-05 14:00:00+00:00,11943.9004,48037.59,1988.76,4229.7798,1340.13,15736.5,7697.8398,3399.96,1700.72,9045.0,62.0,14361.4,1253.2,14361.4,1232.8,1928.0,1234.4,8713.0,34.66,22.755
2022-01-05 15:00:00+00:00,11957.9004,47064.3603,1957.76,4168.23,1317.08,15271.7998,7472.9702,3290.8899,1627.73,9805.0,1267.0,13390.8,1191.5,13390.8,1176.1,1563.2,1179.2,8280.8,27.59,21.9425
2022-01-05 16:00:00+00:00,11958.5,45493.0005,1884.77,4077.78,1321.24,14510.9004,7065.2002,3200.8899,1473.72,9805.0,5521.6,10571.3,929.9,10571.3,958.7,1088.1,924.3,6670.3,23.83,17.595
2022-01-05 17:00:00+00:00,11992.4004,44115.1298,1794.23,4019.6201,1279.3199,13848.0996,6690.2598,3143.47,1347.73,10083.0,6755.7,7897.5,756.7,7897.5,782.5,797.0,623.0,4938.3,23.26,20.82
2022-01-05 18:00:00+00:00,11985.9004,42911.4503,1725.09,3955.98,1225.66,13218.2002,6435.7798,3109.6699,1255.17,10083.0,6563.3,6707.9,906.1,6707.9,670.3,855.2,478.0,3798.3,23.55,22.68
2022-01-05 19:00:00+00:00,11953.9004,41901.1299,1675.49,3890.5,1168.75,12632.7998,6282.0298,3097.6299,1200.03,10083.0,6440.1,5697.7,1055.5,5697.7,520.8,1021.6,373.2,2726.6,23.54,24.6075
2022-01-05 20:00:00+00:00,12013.7002,41204.2401,1641.22,3857.03,1144.83,12094.7998,6167.2402,3126.3799,1159.04,10083.0,6537.6,4918.5,1045.1,4918.5,373.2,1291.8,281.7,1926.7,23.19,25.12
2022-01-05 21:00:00+00:00,12032.9004,40671.8804,1614.74,3837.27,1116.6801,11634.7998,6118.8301,3187.01,1129.65,10083.0,6851.0,4458.1,891.8,4458.1,288.0,1611.7,210.3,1456.3,22.86,23.55
2022-01-05 22:00:00+00:00,11973.2998,40292.6001,1588.0699,3838.8301,1079.53,11327.2002,6122.79,3235.95,1126.9301,9673.0,6667.6,4395.3,776.8,4395.3,238.2,1972.2,164.5,1243.6,22.6,22.965
2022-01-05 23:00:00+00:00,11854.4004,40477.8303,1615.62,3856.05,1082.04,11444.0,6193.8799,3275.24,1156.6,9329.0,4275.0,4553.8,845.0,4553.8,201.4,2180.6,161.9,1164.9,24.83,22.945
2022-01-06 00:00:00+00:00,11802.7998,41642.8,1716.09,3895.4099,1073.34,12239.9004,6410.1699,3271.01,1234.08,9329.0,720.0,4918.8,1060.1,4918.8,189.8,2276.4,215.5,1177.0,60.02,32.4425
2022-01-06 01:00:00+00:00,12066.7998,44111.1298,1870.52,4025.73,1164.39,13317.2002,6907.3398,3406.99,1352.16,9329.0,0.2,5262.5,1145.5,5262.5,212.6,2407.6,313.5,1183.3,47.07,32.76
2022-01-06 02:00:00+00:00,11953.2002,44464.2205,1876.53,4115.02,1167.65,13557.4004,6961.48,3434.9399,1398.0,9011.0,0.0,6427.6,1293.4,6427.6,287.4,2793.4,504.3,1549.1,34.21,29.4475
2022-01-06 03:00:00+00:00,11663.4004,44064.3401,1859.46,4138.8398,1158.96,13615.5,6828.1499,3385.02,1415.01,9154.0,0.0,7834.5,1394.5,7834.5,377.4,3131.4,766.3,2164.9,31.01,24.7225
2022-01-06 04:00:00+00:00,11236.2002,42893.6204,1798.4,4142.1001,1125.49,13340.4004,6556.0698,3277.1699,1417.79,9154.0,0.0,9235.8,1397.9,9235.8,467.4,3229.2,994.0,3147.3,25.08,22.865
2022-01-06 05:00:00+00:00,10707.5,41144.8399,1682.17,4127.6001,1071.54,12841.5,6272.6899,3086.9399,1354.9,9154.0,0.0,10561.3,1308.2,10561.3,584.2,3138.7,1101.2,4429.0,26.72,21.8925
2022-01-06 06:00:00+00:00,10164.2998,39344.94,1569.04,4095.8101,1023.96,12366.7002,5995.7798,2837.3401,1292.01,8213.0,0.0,11599.3,1135.0,11599.3,696.3,2973.8,1108.9,5685.3,24.98,19.02
2022-01-06 07:00:00+00:00,10162.7998,38583.479,1534.02,4156.5498,1074.8199,11916.0996,5775.79,2683.6899,1279.71,8213.0,0.0,13648.4,1391.7,13648.4,515.1,2969.7,890.7,7881.2,25.08,21.5025
2022-01-06 08:00:00+00:00,9934.2402,37955.7802,1508.21,4142.4399,1076.66,11863.2002,5692.4199,2525.51,1213.1,8213.0,0.0,14679.4,1211.7,14679.4,589.7,2977.5,881.6,9018.9,23.11,20.455
2022-01-06 09:00:00+00:00,9807.2197,37876.4499,1494.1899,4146.1201,1076.6,12020.7002,5724.1099,2428.3501,1179.16,8213.0,0.0,15420.0,1039.8,15420.0,711.1,3284.6,829.8,9554.7,23.0,20.2325
2022-01-06 10:00:00+00:00,9812.4697,38173.0301,1502.73,4139.0801,1082.12,12289.2002,5795.3101,2402.79,1149.33,8213.0,0.0,16196.7,915.3,16196.7,850.5,3665.0,832.5,9933.4,22.0,22.29
2022-01-06 11:00:00+00:00,10038.0,39446.7804,1557.92,4167.0698,1123.65,12904.4004,6026.4902,2443.1899,1186.0601,8213.0,0.0,16855.1,817.9,16855.1,1004.0,3751.0,854.4,10427.8,23.2,17.87
2022-01-06 12:00:00+00:00,10666.2002,42314.8399,1664.4301,4223.0898,1218.74,14107.0996,6492.1602,2608.23,1334.89,8213.0,0.0,17583.1,732.6,17583.1,1164.1,3584.5,915.1,11186.8,24.64,20.475
2022-01-06 13:00:00+00:00,11594.7002,46787.9995,1854.4399,4297.23,1359.55,15870.0996,7258.2598,2957.74,1595.98,8213.0,0.0,18714.2,655.5,18714.2,1367.5,3290.8,1039.7,12360.7,27.72,22.4825
2022-01-06 14:00:00+00:00,12039.5,49429.9309,1943.73,4370.3701,1425.38,17024.8008,7757.71,3131.45,1736.99,8213.0,52.2,20086.8,500.8,20086.8,1704.7,2931.2,1157.9,13792.2,27.71,21.82
2022-01-06 15:00:00+00:00,12182.2998,49719.1892,1972.2,4293.7998,1428.22,17137.5996,7833.73,3093.1599,1778.1801,8213.0,1200.2,20032.9,269.7,20032.9,1907.2,2544.6,1178.8,14132.6,23.16,22.07
2022-01-06 16:00:00+00:00,12285.2002,49676.8996,1974.27,4225.8101,1461.3199,17116.1992,7809.9302,3092.27,1711.9,8148.0,5269.6,18950.9,114.0,18950.9,1892.1,2091.7,1156.5,13696.6,21.16,22.0675
2022-01-06 17:00:00+00:00,12367.7002,49639.9194,1965.27,4194.9199,1454.13,17087.6992,7757.71,3116.1101,1696.38,7538.0,6489.8,16208.7,77.4,16208.7,1793.9,1469.7,1036.3,11831.4,21.11,22.1925
2022-01-06 18:00:00+00:00,12358.7002,49289.8101,1945.6,4182.3999,1428.23,16867.0,7730.46,3154.25,1623.17,7538.0,6375.3,12567.2,97.9,12567.2,1600.7,897.7,851.9,9119.0,21.24,22.125
2022-01-06 19:00:00+00:00,12253.7002,48601.7109,1924.22,4141.4502,1387.98,16427.8008,7686.0898,3187.1399,1593.33,7738.0,6415.6,9685.8,203.4,9685.8,1382.5,503.1,696.6,6900.2,22.35,22.185
2022-01-06 20:00:00+00:00,12152.4004,47882.8106,1885.8101,4104.71,1367.24,15963.9004,7629.0298,3218.28,1561.4399,7480.0,6560.8,7206.7,431.7,7206.7,1133.9,239.8,569.1,4832.2,25.04,22.36
2022-01-06 21:00:00+00:00,12007.7002,47189.0905,1864.22,4057.52,1341.0601,15536.2002,7589.5801,3238.49,1554.3199,7480.0,6885.9,5599.2,709.2,5599.2,929.9,94.9,526.2,3339.0,24.9,22.495
