DATETIME,WZ_Coast (BIDCLOSE_LOAD_FORECAST),WZ_ERCOT (BIDCLOSE_LOAD_FORECAST),WZ_East (BIDCLOSE_LOAD_FORECAST),WZ_FarWest (BIDCLOSE_LOAD_FORECAST),WZ_North (BIDCLOSE_LOAD_FORECAST),WZ_NorthCentral (BIDCLOSE_LOAD_FORECAST),WZ_SouthCentral (BIDCLOSE_LOAD_FORECAST),WZ_Southern (BIDCLOSE_LOAD_FORECAST),WZ_West (BIDCLOSE_LOAD_FORECAST),ERCOT (WIND_STWPF_BIDCLOSE),GR_COASTAL (WIND_STWPF_BIDCLOSE),GR_ERCOT (WIND_STWPF_BIDCLOSE),GR_NORTH (WIND_STWPF_BIDCLOSE),GR_PANHANDLE (WIND_STWPF_BIDCLOSE),GR_SOUTH (WIND_STWPF_BIDCLOSE),GR_WEST (WIND_STWPF_BIDCLOSE),NORTH (ERCOT) (WIND_STWPF_BIDCLOSE),SOUTH_HOUSTON (WIND_STWPF_BIDCLOSE),WEST (ERCOT) (WIND_STWPF_BIDCLOSE),WEST_NORTH (WIND_STWPF_BIDCLOSE),ERCOT (SOLAR_STPPF_BIDCLOSE),ERCOT (TOTAL_RESOURCE_CAP_OUT),Katy (GASPRICE),Henry (GASPRICE),HB_NORTH (DALMP),HB_NORTH (RTLMP),WZ_Coast (RTLOAD),WZ_ERCOT (RTLOAD),WZ_East (RTLOAD),WZ_FarWest (RTLOAD),WZ_North (RTLOAD),WZ_NorthCentral (RTLOAD),WZ_SouthCentral (RTLOAD),WZ_Southern (RTLOAD),WZ_West (RTLOAD),GR_COASTAL (WINDDATA),GR_ERCOT (WINDDATA),GR_NORTH (WINDDATA),GR_PANHANDLE (WINDDATA),GR_SOUTH (WINDDATA),GR_WEST (WINDDATA),ERCOT (GENERATION_SOLAR_RT),HOURENDING,MARKETDAY,MONTH,YEAR,forecast,DATETIME_LOCAL
2022-01-01 07:00:00+00:00,10307.0996,37308.3496,1282.52,3657.73,819.63,10433.5,6365.8901,2852.1899,1589.79,16698.4,4360.7,16698.4,772.5,3717.1,2786.1,5062.0,757.6,7098.9,8841.9,9599.5,0.0,8247.0,3.438,3.722,33.41,64.36,11593.13,38145.79,1347.52,3875.34,860.19,9544.22,6268.38,3335.92,1321.09,3689.400833,12066.0325,674.15,3138.101667,1697.014167,2867.3625,0.109167,1,2022-01-01,JANUARY,2022,False,2022-01-01 01:00:00-06:00
2022-01-01 08:00:00+00:00,10300.2002,36984.0036,1260.64,3660.24,759.254,10346.5996,6287.0098,2842.3,1527.76,17210.4,4370.5,17210.4,687.6,3625.7,2729.6,5797.0,686.7,7075.5,9448.2,10134.9,0.0,8247.0,3.438,3.722,25.22,32.4475,11348.84,37158.13,1292.46,3804.58,851.1,9177.3,6054.79,3288.95,1340.11,3680.723333,12879.973333,587.441667,3103.5275,1719.589167,3788.693333,0.099167,2,2022-01-01,JANUARY,2022,False,2022-01-01 02:00:00-06:00
2022-01-01 09:00:00+00:00,10313.0,36764.8666,1245.84,3668.4399,725.907,10346.5996,6146.4502,2785.6599,1532.97,18276.7,4357.7,18276.7,683.3,3564.8,2739.6,6931.3,699.4,7084.6,10492.7,11192.1,0.0,8247.0,3.438,3.722,22.91,25.54,11007.41,35966.24,1293.34,3840.64,854.4,8756.47,5771.56,3166.55,1275.86,3654.858333,14368.191667,572.9775,3384.065,1697.770833,5058.519167,0.098333,3,2022-01-01,JANUARY,2022,False,2022-01-01 03:00:00-06:00
2022-01-01 10:00:00+00:00,10253.7998,36163.0723,1214.41,3673.6001,720.712,10158.9004,5922.25,2701.73,1517.67,19606.8,4313.2,19606.8,743.0,3541.3,2786.1,8223.2,758.9,7052.9,11795.0,12553.9,0.0,8247.0,3.438,3.722,18.41,22.4175,10850.64,35148.96,1240.84,3896.01,834.95,8538.38,5529.97,3056.95,1201.22,3590.854167,16466.9275,555.2925,3296.41,1782.585833,7241.7875,0.105,4,2022-01-01,JANUARY,2022,False,2022-01-01 04:00:00-06:00
2022-01-01 11:00:00+00:00,10206.0996,35615.0476,1185.4,3668.7,704.308,10016.0,5733.79,2646.4399,1454.3101,20969.9,4244.8,20969.9,821.5,3511.9,2751.4,9640.3,837.5,6900.7,13231.7,14069.2,0.0,8247.0,3.438,3.722,12.19,15.9475,10645.95,34610.33,1216.43,3953.56,826.74,8480.78,5419.03,2982.87,1084.98,3553.9475,18336.449167,530.015833,2952.698333,2152.473333,9147.314167,0.1125,5,2022-01-01,JANUARY,2022,False,2022-01-01 05:00:00-06:00
2022-01-01 12:00:00+00:00,10046.5,34730.8529,1165.2,3663.49,714.253,9746.96,5448.8999,2575.45,1370.1,22173.2,4162.2,22173.2,957.8,3547.4,2655.0,10850.8,971.7,6686.0,14515.5,15487.2,0.0,8247.0,3.438,3.722,14.92,13.5225,10628.28,34450.73,1204.2,3902.26,835.16,8465.16,5368.36,2941.09,1106.23,3475.305,18162.466667,593.570833,2983.378333,2089.011667,9021.2,0.11,6,2022-01-01,JANUARY,2022,False,2022-01-01 06:00:00-06:00
2022-01-01 13:00:00+00:00,9845.6699,33573.3895,1106.77,3673.51,704.95,9267.2598,5083.1699,2447.6699,1444.39,23311.7,4063.7,23311.7,1142.7,3525.4,2554.9,12025.0,1141.7,6476.2,15693.8,16835.5,0.0,8247.0,3.438,3.722,16.0,11.4825,10664.23,34568.62,1210.55,3855.32,859.92,8487.3,5394.54,2933.8,1162.95,3412.318333,18538.220833,792.55,3443.403333,1922.0575,8967.893333,0.1075,7,2022-01-01,JANUARY,2022,False,2022-01-01 07:00:00-06:00
2022-01-01 14:00:00+00:00,9783.9297,33574.605,1129.8,3675.27,741.625,9298.2803,5021.1299,2390.0801,1534.49,24349.1,3953.5,24349.1,1318.4,3509.8,2456.9,13110.5,1309.1,6254.5,16785.5,18094.6,25.8,8247.0,3.438,3.722,17.0,11.195,10689.79,34632.49,1221.31,3895.69,871.74,8520.59,5417.05,2866.29,1150.04,3383.154167,18304.940833,891.941667,3365.950833,1757.341667,8906.550833,7.563333,8,2022-01-01,JANUARY,2022,False,2022-01-01 08:00:00-06:00
2022-01-01 15:00:00+00:00,10012.2002,35329.4381,1248.6899,3671.6599,831.828,9950.4902,5432.8999,2544.6001,1637.0699,24477.5,3824.6,24477.5,1398.4,3516.0,2216.2,13522.3,1395.6,5874.5,17207.4,18603.0,956.1,8247.0,3.438,3.722,17.39,10.2725,11009.54,35562.5,1285.25,3911.48,889.51,8850.66,5565.6,2855.91,1194.55,3073.911667,17296.045,824.395833,3017.536667,1240.106667,9140.095833,1352.44,9,2022-01-01,JANUARY,2022,False,2022-01-01 09:00:00-06:00
2022-01-01 16:00:00+00:00,10367.0,37017.3194,1361.91,3661.5,964.399,10562.7002,5803.1602,2743.48,1553.17,23797.8,3643.0,23797.8,1480.1,3312.4,1828.5,13533.8,1488.6,5288.4,17020.8,18509.4,4782.6,8247.0,3.438,3.722,18.63,1.3575,11513.71,37846.9,1388.6,3864.3,946.23,9870.08,5936.2,3016.8,1310.97,2771.005,16879.286667,752.4875,2866.411667,975.355833,9514.026667,3467.0025,10,2022-01-01,JANUARY,2022,False,2022-01-01 10:00:00-06:00
2022-01-01 17:00:00+00:00,10755.7002,38562.2604,1444.4301,3656.0601,1022.49,11109.2002,6083.8999,2974.8799,1515.6,23342.7,3249.3,23342.7,1663.5,3060.7,1563.5,13805.7,1674.0,4600.0,17068.7,18742.7,6156.5,8247.0,3.438,3.722,20.86,21.59,12158.51,39935.9,1497.59,3916.07,1013.6,10452.27,6336.56,3270.78,1290.53,2712.0175,17506.995833,744.285,2471.485,1103.220833,10475.9875,3241.675833,11,2022-01-01,JANUARY,2022,False,2022-01-01 11:00:00-06:00
2022-01-01 18:00:00+00:00,11074.9004,39847.5904,1539.73,3655.3,1062.73,11556.5,6328.52,3203.21,1426.7,22884.9,2657.1,22884.9,1775.2,2897.9,1463.6,14091.1,1782.5,3893.1,17209.3,18991.8,6177.7,8247.0,3.438,3.722,24.44,22.67,12797.6,41790.85,1603.07,3913.7,1008.62,10871.78,6674.27,3546.03,1375.77,2229.276667,17657.2875,1103.735833,2368.9875,1096.245,10859.045833,2697.8425,12,2022-01-01,JANUARY,2022,False,2022-01-01 12:00:00-06:00
2022-01-01 19:00:00+00:00,11367.0996,41077.6692,1611.08,3650.6201,1058.1899,11986.5996,6672.46,3339.6899,1391.9301,22193.4,2112.0,22193.4,1768.0,2921.6,1391.4,14000.4,1775.3,3272.2,17145.9,18921.2,6252.1,8672.0,3.438,3.722,25.02,24.6925,13361.76,43130.24,1638.07,3924.92,968.08,11113.23,6874.55,3838.67,1410.94,1207.4575,16337.439167,1629.981667,2630.480833,1033.72,9835.798333,3601.1575,13,2022-01-01,JANUARY,2022,False,2022-01-01 13:00:00-06:00
2022-01-01 20:00:00+00:00,11438.5996,41701.38,1644.7,3650.25,1040.89,12212.4004,6969.7002,3419.6499,1325.1899,21622.1,1554.1,21622.1,1687.2,3110.1,1327.6,13943.1,1697.9,2654.6,17269.6,18967.5,6338.0,8597.0,3.438,3.722,25.88,25.9975,13806.6,43991.51,1652.88,3962.52,998.12,11225.84,6876.6,4127.3,1341.65,459.794167,14850.819167,1729.33,2793.729167,1156.59,8711.375833,4751.139167,14,2022-01-01,JANUARY,2022,False,2022-01-01 14:00:00-06:00
2022-01-01 21:00:00+00:00,11382.9004,41986.7201,1674.02,3654.97,1011.93,12318.2998,7179.04,3420.74,1344.8199,21142.0,920.4,21142.0,1619.8,3413.6,1251.4,13936.8,1629.3,1956.4,17556.3,19185.6,6631.6,8597.0,3.438,3.722,25.28,26.4325,14073.83,44247.79,1570.62,3913.7,1041.33,10995.18,6920.43,4314.79,1417.91,313.790833,14037.0225,1491.129167,3033.6,979.265833,8219.236667,5077.795833,15,2022-01-01,JANUARY,2022,False,2022-01-01 15:00:00-06:00
2022-01-01 22:00:00+00:00,11191.7998,41510.8099,1650.76,3659.73,1008.91,12075.5,7221.8101,3364.03,1338.27,20976.7,546.1,20976.7,1606.6,3750.1,1149.6,13924.3,1601.0,1495.6,17880.1,19481.1,5950.7,8597.0,3.438,3.722,23.59,24.5325,14034.18,44208.94,1547.86,3880.86,1105.81,10794.54,6964.34,4395.16,1486.18,409.48,14341.084167,1449.418333,3368.071667,703.341667,8410.775833,4637.725,16,2022-01-01,JANUARY,2022,False,2022-01-01 16:00:00-06:00
2022-01-01 23:00:00+00:00,11040.2002,40837.1037,1627.77,3657.3899,977.904,11850.0996,7084.77,3296.74,1302.23,21060.1,591.1,21060.1,1616.2,3944.7,1076.2,13831.9,1589.3,1494.1,17976.7,19566.0,3579.7,8697.0,3.438,3.722,29.0,21.4925,13698.18,44333.1,1505.5,3874.44,1175.95,11188.6,7000.81,4336.03,1553.58,319.204167,16896.264167,1553.759167,3353.68,837.441667,10832.18,2012.059167,17,2022-01-01,JANUARY,2022,False,2022-01-01 17:00:00-06:00
2022-01-02 00:00:00+00:00,11036.0,41330.1975,1680.2,3659.23,995.827,12286.9004,7131.02,3218.46,1322.5601,21239.5,922.9,21239.5,1596.1,3995.8,1063.1,13661.6,1560.8,1840.2,17838.5,19399.3,576.4,8697.0,3.438,3.722,41.49,21.92,13403.0,44944.04,1485.88,3922.75,1268.26,12136.33,7042.54,4111.33,1573.93,269.281667,18790.271667,1962.024167,3333.52,1075.288333,12150.1575,231.544167,18,2022-01-01,JANUARY,2022,False,2022-01-01 18:00:00-06:00
2022-01-02 01:00:00+00:00,11037.0996,42016.1194,1637.84,3646.1799,1050.96,12856.5,7229.8398,3188.6101,1369.09,22002.1,1270.4,22002.1,1678.7,4015.1,1219.4,13818.5,1645.7,2335.2,18021.2,19666.9,0.0,8697.0,3.438,3.722,29.11,22.31,13342.17,46102.62,1544.97,4066.76,1343.81,13082.81,7178.26,3959.85,1583.99,690.329167,19847.5125,1865.3025,3279.550833,1413.605,12598.73,-0.040833,19,2022-01-01,JANUARY,2022,False,2022-01-01 19:00:00-06:00
2022-01-02 02:00:00+00:00,11016.7998,41342.5095,1590.76,3632.1899,1029.95,12833.0,6832.1899,3093.1699,1314.45,23298.9,1553.6,23298.9,1822.9,3963.0,1549.3,14410.1,1794.1,2927.8,18577.0,20371.1,0.0,8697.0,3.438,3.722,26.11,22.3,12965.91,45950.97,1486.99,4162.47,1371.87,13702.67,6950.66,3769.42,1540.98,925.965833,20442.745833,1865.643333,3300.4075,1692.745833,12657.989167,0.085,20,2022-01-01,JANUARY,2022,False,2022-01-01 20:00:00-06:00
2022-01-02 03:00:00+00:00,10958.5,40595.9486,1521.91,3634.0,996.598,12817.9004,6344.2402,2961.76,1361.04,24448.1,1690.3,24448.1,1956.9,3811.4,1932.4,15057.1,1930.6,3438.8,19078.7,21009.3,0.0,8697.0,3.438,3.722,23.36,22.195,12582.96,45760.72,1479.75,4232.19,1394.98,14319.38,6660.05,3590.99,1500.43,1205.755833,20858.903333,1864.34,3230.863333,1772.234167,12785.71,0.118333,21,2022-01-01,JANUARY,2022,False,2022-01-01 21:00:00-06:00
2022-01-02 04:00:00+00:00,10900.0996,39834.6293,1472.14,3630.74,1007.46,12600.0996,5988.8501,2887.4299,1347.8101,24778.8,1658.1,24778.8,2025.0,3621.3,2178.5,15295.9,2002.0,3650.7,19126.1,21128.1,0.0,8453.0,3.438,3.722,23.29,22.1125,12236.15,45528.6,1457.56,4295.77,1403.39,14847.31,6360.39,3455.67,1472.36,1225.425833,21378.049167,1857.199167,2982.694167,2327.1675,12985.56,0.089167,22,2022-01-01,JANUARY,2022,False,2022-01-01 22:00:00-06:00
2022-01-02 05:00:00+00:00,10534.7998,38758.7702,1419.39,3638.6001,1043.63,12356.2002,5664.9702,2794.8999,1306.28,24393.3,1528.8,24393.3,2033.7,3452.4,2287.2,15091.2,2011.9,3638.1,18743.3,20755.2,0.0,8453.0,3.438,3.722,24.38,20.0525,11751.05,44827.8,1422.2,4318.33,1395.44,15108.57,6073.35,3319.41,1439.46,1249.624167,21760.800833,1821.4725,2627.889167,2786.434167,13275.3775,0.098333,23,2022-01-01,JANUARY,2022,False,2022-01-01 23:00:00-06:00
2022-01-02 06:00:00+00:00,10113.9004,37541.4701,1359.5601,3642.8799,1077.0699,12146.0996,5249.2202,2709.04,1243.7,23892.3,1341.8,23892.3,2039.8,3305.5,2347.2,14858.0,2020.5,3529.5,18342.3,20362.8,0.0,8207.0,3.438,3.722,23.79,17.3775,11187.9,43890.72,1422.38,4281.97,1408.33,15286.51,5736.04,3141.35,1426.25,1212.654167,21548.4475,1941.535,2672.503333,2767.22,12954.531667,0.100833,0,2022-01-02,JANUARY,2022,False,2022-01-02 00:00:00-06:00
2022-01-02 07:00:00+00:00,10234.0283,40474.6773,1330.0509,3899.4763,1146.5392,14139.541,5399.4766,3002.6992,1322.8658,21607.9,1205.8,21607.9,1950.6,2653.6,2448.5,13349.4,1916.3,3530.6,16161.0,18077.3,0.0,9272.0,3.438,3.722,26.63,6.8825,10423.15,42904.28,1442.06,4238.74,1417.21,15449.29,5582.8,2933.67,1417.37,1115.4375,20685.871667,1980.185,2708.825833,2561.203333,12320.216667,0.07,1,2022-01-02,JANUARY,2022,False,2022-01-02 01:00:00-06:00
2022-01-02 08:00:00+00:00,9835.0029,39272.0467,1333.069,3830.4451,1132.9419,13786.4736,5152.9219,2845.2454,1355.9469,21461.2,1336.7,21461.2,1949.6,2491.2,2626.3,13057.4,1920.3,3838.9,15702.0,17622.3,0.0,9272.0,3.438,3.722,24.79,8.1275,9674.6,42178.62,1494.7,4215.5,1418.69,15649.79,5578.36,2764.4,1382.57,1061.233333,19927.990833,1932.354167,2643.5225,2198.676667,12092.204167,0.07,2,2022-01-02,JANUARY,2022,False,2022-01-02 02:00:00-06:00
2022-01-02 09:00:00+00:00,9445.7637,38530.865,1414.0864,3717.0901,1124.5493,13615.5322,5069.498,2713.1355,1431.2098,21788.4,1692.8,21788.4,1936.2,2270.7,2957.2,12931.5,1912.3,4523.8,15352.3,17264.6,0.0,9272.0,3.438,3.722,23.85,7.545,9140.95,42060.82,1573.5,4215.75,1415.88,15933.67,5759.23,2628.01,1393.83,1502.76,19966.9975,1857.489167,2344.2825,2554.445833,11708.021667,0.07,3,2022-01-02,JANUARY,2022,False,2022-01-02 03:00:00-06:00
2022-01-02 10:00:00+00:00,9355.4541,38327.185,1461.7085,3572.9658,1118.5973,13550.9229,5132.9468,2629.1233,1505.4663,22471.1,2443.2,22471.1,1949.3,2072.1,3281.5,12725.0,1924.0,5593.2,14953.9,16877.9,0.0,9272.0,3.438,3.722,22.81,11.5125,8980.29,42491.26,1669.39,4206.94,1430.65,16269.19,5941.78,2564.52,1428.51,2002.4425,20257.0325,1754.630833,2081.838333,2871.130833,11546.989167,0.0725,4,2022-01-02,JANUARY,2022,False,2022-01-02 04:00:00-06:00
2022-01-02 11:00:00+00:00,9422.9941,38782.4576,1532.2163,3441.3064,1126.329,13840.4053,5312.4526,2532.2646,1574.4893,23039.9,3364.2,23039.9,1961.6,1912.5,3480.4,12321.2,1937.4,6707.9,14394.6,16332.0,0.0,9281.0,3.438,3.722,23.59,13.93,8956.07,43433.82,1762.32,4159.73,1453.36,16810.2,6185.14,2624.2,1482.79,2958.368333,20732.299167,1642.035833,1928.803333,2829.036667,11374.051667,0.07,5,2022-01-02,JANUARY,2022,False,2022-01-02 05:00:00-06:00
2022-01-02 12:00:00+00:00,9541.6992,39331.8451,1610.9675,3324.7126,1150.3933,14006.2822,5578.4404,2468.2515,1651.0984,22615.6,3900.8,22615.6,1955.5,1767.1,3592.2,11400.0,1930.9,7349.6,13335.1,15266.0,0.0,9281.0,3.438,3.722,25.76,21.9825,9200.01,44828.06,1869.37,4130.91,1472.36,17413.72,6636.76,2586.18,1518.76,3085.9025,20296.481667,1626.821667,1815.845833,2820.2025,10947.710833,0.07,6,2022-01-02,JANUARY,2022,False,2022-01-02 06:00:00-06:00
2022-01-02 13:00:00+00:00,9780.4004,40242.4833,1689.0104,3227.7839,1197.0546,14336.4521,5884.6597,2385.0154,1742.1068,21223.4,4124.3,21223.4,1911.2,1723.9,3614.1,9849.9,1887.3,7586.7,11749.4,13636.7,0.0,9891.0,3.438,3.722,30.29,22.565,9586.02,46790.83,2008.86,4069.8,1517.68,18091.15,7280.86,2622.68,1613.79,3236.070833,19938.309167,1722.384167,1965.633333,2752.516667,10261.7025,0.07,7,2022-01-02,JANUARY,2022,False,2022-01-02 07:00:00-06:00
2022-01-02 14:00:00+00:00,10320.9307,42175.7395,1815.4572,3175.3914,1264.9161,14980.7725,6378.7646,2385.5596,1853.9474,19524.6,4200.4,19524.6,1860.3,1745.3,3573.0,8145.6,1833.7,7622.2,10068.7,11902.4,60.6,9891.0,3.438,3.722,38.11,22.9775,10157.03,49240.61,2153.75,3965.79,1572.28,18828.79,8057.68,2705.78,1799.52,3185.9875,19358.659167,1820.549167,2305.251667,2710.019167,9336.854167,16.509167,8,2022-01-02,JANUARY,2022,False,2022-01-02 08:00:00-06:00
2022-01-02 15:00:00+00:00,11120.9941,45022.8558,1978.6567,3116.9988,1326.5564,15922.5918,7066.2427,2547.3008,1943.5145,17784.2,4289.3,17784.2,1793.4,1720.3,3503.9,6477.3,1759.8,7655.2,8369.2,10129.0,1375.8,10114.0,3.438,3.722,46.77,23.4575,10824.34,51317.88,2306.83,3911.66,1611.52,19354.93,8588.39,2877.97,1842.25,3373.118333,17949.2325,1811.464167,2244.6625,2708.076667,7811.910833,1873.865833,9,2022-01-02,JANUARY,2022,False,2022-01-02 09:00:00-06:00
2022-01-02 16:00:00+00:00,11845.7627,47721.7809,2092.6455,3194.7793,1400.8606,16806.3047,7674.5723,2756.7944,1950.0614,15873.6,4319.1,15873.6,1687.9,1297.6,3420.6,5148.4,1655.1,7616.2,6602.3,8257.4,5871.2,10536.0,3.438,3.722,37.65,23.1725,11414.57,52436.75,2404.96,3833.76,1636.87,19495.56,8774.42,3041.88,1834.73,3339.249167,15770.565833,1815.469167,1997.755,2773.7075,5844.384167,5507.119167,10,2022-01-02,JANUARY,2022,False,2022-01-02 10:00:00-06:00
2022-01-02 17:00:00+00:00,12178.5547,49182.1909,2133.4631,3379.3181,1398.0856,17380.8438,7888.9893,2934.1809,1888.7554,14061.9,4337.9,14061.9,1551.5,792.5,3276.4,4103.6,1523.8,7508.7,5029.4,6553.2,7147.1,11040.0,3.438,3.722,35.47,24.9725,11752.12,52321.44,2434.66,3837.88,1578.3,19059.61,8783.8,3174.79,1700.27,3380.7475,12997.215,1804.99,1238.658333,2684.5575,3888.260833,6244.108333,11,2022-01-02,JANUARY,2022,False,2022-01-02 11:00:00-06:00
2022-01-02 18:00:00+00:00,12264.3164,49531.4736,2149.8865,3546.9854,1409.8987,17367.9629,7944.769,3050.4172,1797.2375,12488.3,4333.5,12488.3,1371.5,589.9,3094.9,3098.5,1348.8,7340.9,3798.6,5147.4,6946.5,11279.0,3.438,3.722,35.0,26.8275,11950.62,51451.26,2379.6,3811.2,1529.83,18297.19,8666.07,3223.18,1593.57,3394.905833,10894.9675,1646.581667,702.836667,2623.421667,2527.221667,6059.308333,12,2022-01-02,JANUARY,2022,False,2022-01-02 12:00:00-06:00
2022-01-02 19:00:00+00:00,12328.8232,49440.5915,2175.4812,3680.5442,1342.6151,17208.8945,7766.1436,3143.8679,1794.2218,11261.7,4304.4,11261.7,1164.9,496.0,2938.8,2357.6,1150.1,7170.6,2941.0,4091.1,6772.1,11309.0,3.438,3.722,31.33,22.9225,12138.53,50290.21,2297.99,3791.02,1468.36,17460.71,8374.22,3254.29,1505.09,3368.924167,10500.8175,1459.4525,639.081667,2617.760833,2415.600833,6144.441667,13,2022-01-02,JANUARY,2022,False,2022-01-02 13:00:00-06:00
2022-01-02 20:00:00+00:00,12338.7637,48553.094,2151.7563,3708.8418,1283.84,16717.8203,7472.7783,3144.1304,1735.1632,10205.3,4285.9,10205.3,974.1,416.4,2794.7,1734.2,965.4,7021.4,2218.5,3183.9,6861.3,11324.0,3.438,3.722,27.45,22.225,12204.81,48566.22,2189.04,3791.15,1411.01,16484.7,7815.97,3237.56,1431.98,3312.505,9613.041667,1410.258333,625.77,2333.301667,1931.205833,6484.0025,14,2022-01-02,JANUARY,2022,False,2022-01-02 14:00:00-06:00
2022-01-02 21:00:00+00:00,12272.2549,47973.6921,2122.0525,3741.4153,1243.9431,16462.8945,7313.6567,3134.4573,1683.0178,9300.2,4242.1,9300.2,833.2,336.1,2640.6,1248.2,827.7,6835.6,1636.9,2464.6,7275.0,11324.0,3.438,3.722,26.33,20.3625,12124.21,47052.34,2087.97,3765.46,1342.13,15594.26,7500.48,3236.77,1401.07,3343.798333,8675.39,1147.396667,655.499167,2089.636667,1439.061667,6805.568333,15,2022-01-02,JANUARY,2022,False,2022-01-02 15:00:00-06:00
2022-01-02 22:00:00+00:00,12190.2285,47421.0392,2097.3191,3751.3552,1186.8794,16212.4111,7195.1841,3135.563,1652.0988,8443.2,4136.6,8443.2,709.4,255.8,2448.1,893.3,706.1,6548.4,1188.7,1894.8,7165.9,11324.0,3.438,3.722,25.84,19.645,12090.72,46143.69,1977.48,3768.17,1280.24,15104.26,7339.71,3238.56,1344.56,3254.849167,7606.1975,916.425,465.65,1897.211667,1072.063333,6841.3875,16,2022-01-02,JANUARY,2022,False,2022-01-02 16:00:00-06:00
2022-01-02 23:00:00+00:00,12157.2002,47299.5291,2067.9077,3795.8481,1169.7556,16292.6602,7127.8726,3094.3042,1593.9805,7527.9,3950.0,7527.9,578.0,213.0,2167.5,619.4,575.8,6089.9,862.2,1438.0,4488.2,11324.0,3.438,3.722,31.4,22.5225,12181.13,46202.15,2023.78,3803.87,1237.37,14985.32,7444.73,3224.66,1301.29,2721.5225,6171.886667,797.25,219.108333,1672.081667,761.925833,5170.255833,17,2022-01-02,JANUARY,2022,False,2022-01-02 17:00:00-06:00
2022-01-03 00:00:00+00:00,12521.5449,48502.6397,2094.9084,3889.0132,1212.0287,16891.373,7265.0503,3060.1868,1568.5344,6514.2,3583.3,6514.2,462.5,231.3,1782.1,455.0,460.8,5346.4,707.0,1167.8,752.5,11324.0,3.438,3.722,84.63,35.225,12705.34,48623.68,2173.85,3863.43,1277.02,15893.83,7939.2,3340.03,1430.97,2536.38,5077.3675,556.78,205.01,1255.954167,523.244167,951.113333,18,2022-01-02,JANUARY,2022,False,2022-01-02 18:00:00-06:00
2022-01-03 01:00:00+00:00,13093.8291,51119.8283,2184.469,3963.4595,1284.5442,17874.918,7890.0991,3200.3896,1628.1198,5715.9,3107.9,5715.9,406.8,357.0,1367.5,476.7,405.0,4464.2,846.7,1251.7,0.0,11726.0,3.438,3.722,98.07,37.7425,13287.72,51632.07,2278.28,4034.67,1371.6,16930.38,8545.07,3612.48,1571.87,2571.753333,4874.4875,475.204167,379.175,1099.990833,348.3675,0.070833,19,2022-01-02,JANUARY,2022,False,2022-01-02 19:00:00-06:00
2022-01-03 02:00:00+00:00,13142.9229,51605.8309,2205.9646,3906.4883,1307.8718,17927.6973,8174.6914,3254.6792,1685.5154,5485.5,2851.1,5485.5,348.0,613.6,1022.3,650.5,346.5,3866.6,1272.4,1618.9,0.0,11726.0,3.438,3.722,72.65,38.025,13324.96,52375.04,2278.11,4082.54,1394.59,17240.87,8700.49,3703.77,1649.73,2474.405833,4809.733333,390.500833,427.35,1033.806667,483.668333,0.09,20,2022-01-02,JANUARY,2022,False,2022-01-02 20:00:00-06:00
2022-01-03 03:00:00+00:00,13179.3271,51831.2524,2211.583,3826.6008,1330.6498,17808.6484,8376.0313,3340.3406,1758.0714,5547.3,2659.3,5547.3,271.5,888.4,756.7,971.4,270.7,3410.8,1865.8,2136.5,0.0,11726.0,3.438,3.722,62.24,37.8,13207.83,52327.29,2219.32,4084.95,1397.71,17278.8,8743.23,3702.52,1692.91,2359.859167,4919.425,384.999167,611.11,823.688333,739.7675,0.09,21,2022-01-02,JANUARY,2022,False,2022-01-02 21:00:00-06:00
2022-01-03 04:00:00+00:00,13102.0859,51548.0105,2149.6843,3754.0679,1311.2993,17550.5645,8501.1152,3409.0435,1770.1499,5872.5,2482.4,5872.5,205.0,1161.7,574.8,1448.6,204.8,3054.9,2612.8,2817.6,0.0,11726.0,3.438,3.722,48.31,37.02,13016.68,52032.57,2227.6,4088.11,1386.67,17153.25,8713.38,3733.37,1713.51,2231.65,4955.551667,274.714167,838.24,594.735,1016.2125,0.09,22,2022-01-02,JANUARY,2022,False,2022-01-02 22:00:00-06:00
2022-01-03 05:00:00+00:00,12788.5029,50129.4099,2081.4114,3700.7219,1265.8262,16739.5195,8404.0498,3384.6294,1764.7488,6645.4,2381.4,6645.4,163.0,1486.1,502.6,2112.3,164.0,2885.7,3595.7,3759.7,0.0,11416.0,3.438,3.722,39.26,34.4125,12658.95,50742.84,2161.86,4061.54,1367.03,16657.29,8494.07,3649.3,1692.8,1986.3125,4895.1625,231.8275,923.256667,391.250833,1362.5175,0.09,23,2022-01-02,JANUARY,2022,False,2022-01-02 23:00:00-06:00
2022-01-03 06:00:00+00:00,12387.7949,48192.9623,1957.1346,3592.9883,1235.6538,15839.9219,8113.0864,3353.9805,1712.4019,7686.6,2315.8,7686.6,132.6,1797.5,506.1,2934.6,136.0,2825.5,4725.1,4861.1,0.0,10389.0,3.438,3.722,36.75,34.815,12314.21,49477.8,2115.88,4047.88,1332.54,16176.91,8289.08,3527.57,1673.72,1907.293333,4836.206667,167.2375,877.010833,284.900833,1599.764167,0.09,0,2022-01-03,JANUARY,2022,False,2022-01-03 00:00:00-06:00
